iter	RMSE
0	0.0599093992
1	0.057193874
2	0.0545115762
3	0.05180658449
4	0.04942027046
5	0.04744207655
6	0.04544639419
7	0.0432368369
8	0.04163010479
9	0.03996644198
10	0.03824475414
11	0.03694691465
12	0.03544719926
13	0.03448861139
14	0.03338369867
15	0.03227728673
16	0.03108391015
17	0.03030462879
18	0.02950059832
19	0.02894712118
20	0.02834169638
21	0.02753323515
22	0.02674957602
23	0.02607915881
24	0.02562659109
25	0.02507084348
26	0.02464448385
27	0.02405647542
28	0.0236246925
29	0.02298481881
30	0.0224863632
31	0.02195727213
32	0.02158661697
33	0.02127157896
34	0.02101823562
35	0.02065725852
36	0.02035898414
37	0.0200345753
38	0.01957276835
39	0.01922073297
40	0.01897374888
41	0.01858418084
42	0.01817397922
43	0.01795499593
44	0.01764156722
45	0.01721413827
46	0.01685972773
47	0.01660614172
48	0.01646554049
49	0.01624232212
50	0.01612353969
51	0.01587323497
52	0.01554893197
53	0.01524477016
54	0.01498461712
55	0.0147097531
56	0.01437404299
57	0.01418367283
58	0.01393473849
59	0.01372243415
60	0.01351514432
61	0.01324084422
62	0.01290387632
63	0.01268804515
64	0.01254694806
65	0.01234882918
66	0.0122417853
67	0.01207423881
68	0.0119267746
69	0.01164092165
70	0.01144977415
71	0.01133729659
72	0.01120686043
73	0.01103007701
74	0.01098109836
75	0.01081272642
76	0.01062736762
77	0.01044992693
78	0.0102724142
79	0.01005760575
80	0.009987832907
81	0.009807799941
82	0.009718068109
83	0.009667063206
84	0.009476161534
85	0.009358665629
86	0.009192942835
87	0.009059425986
88	0.008894698776
89	0.008733871758
90	0.008591516972
91	0.008507769302
92	0.008424849628
93	0.008325136297
94	0.008188759326
95	0.008158489305
96	0.007980594856
97	0.007846405974
98	0.00770434103
99	0.007559942535
100	0.007462037727
101	0.00739874198
102	0.007333726625
103	0.007184884541
104	0.007070440671
105	0.006937771798
106	0.006812407968
107	0.006698659972
108	0.006652240414
109	0.006560694775
110	0.006457446449
111	0.00636575245
112	0.006315379279
113	0.006207983716
114	0.00613102363
115	0.006075091517
116	0.005976390106
117	0.005895733093
118	0.005825876115
119	0.005758230785
120	0.005713405555
121	0.005676597166
122	0.005607763992
123	0.005548287161
124	0.005486540284
125	0.005412394071
126	0.005334052049
127	0.005296299528
128	0.005229954663
129	0.005182228423
130	0.005111415537
131	0.00507347201
132	0.005008079941
133	0.004971119857
134	0.004908777807
135	0.004858246029
136	0.004838066671
137	0.004811164875
138	0.004770356015
139	0.004729698344
140	0.004671607567
141	0.004604815379
142	0.004587304992
143	0.004522481323
144	0.004473916692
145	0.004408562695
146	0.004343286233
147	0.0042860472
148	0.004272441098
149	0.004192646434
150	0.004121771537
151	0.004095596395
152	0.004043075832
153	0.003986480519
154	0.003958039741
155	0.003944402739
156	0.003893193722
157	0.003851127003
158	0.00384057727
159	0.00379717509
160	0.003748761188
161	0.00370860797
162	0.003663113538
163	0.003626456491
164	0.00359894912
165	0.003561291038
166	0.003501425211
167	0.003479311662
168	0.003470273022
169	0.003431877359
170	0.003361262245
171	0.003318659443
172	0.003291334266
173	0.00325523981
174	0.003204406497
175	0.003186258862
176	0.003178625334
177	0.003156136613
178	0.003117429675
179	0.003110952331
180	0.003090552516
181	0.003063044478
182	0.003031368946
183	0.002991891364
184	0.002951937548
185	0.002942082639
186	0.002914277115
187	0.002905088175
188	0.002864972066
189	0.00284447421
190	0.002817783495
191	0.002772725145
192	0.002754393211
193	0.002722227626
194	0.002688722899
195	0.002677456125
196	0.002649473224
197	0.002618752489
198	0.002610396278
199	0.0025883275
